asset_id,asset_name,asset_category,damage_score,damage_type,asset_age_years,expected_lifespan_years,usage_count,estimated_repair_cost_etb,current_market_price_etb,repair_cost_ratio,age_damage_product,remaining_life_score,price_delta_pct,decision
597,Analytical Balance AX224 #597,Laboratory Equipment,0.1527,1,9.15,10,68,29195.0,207129.42,0.140951,1.397205,0.085,85.904948,1
598,Autoclave AC-50L Rev.4,Laboratory Equipment,0.2282,0,1.95,10,657,7345.53,102873.31,0.071404,0.44499,0.805,92.859635,0
599,Analytical Balance AX224 #599,Laboratory Equipment,0.3907,1,3.96,10,72,57598.55,186197.13,0.309342,1.547172,0.604,69.065823,0
600,Magnetic Stirrer MS-200 Rev.6,Laboratory Equipment,0.4853,1,11.73,10,369,74630.28,217379.85,0.343317,5.692569,0.0,65.668262,1
601,Centrifuge CF-16 S/N-1601,Laboratory Equipment,0.6237,1,1.29,10,751,64568.72,257286.36,0.250961,0.804573,0.871,74.903947,0
602,Spectrophotometer SP-2100 #602,Laboratory Equipment,0.1441,0,7.51,10,394,21192.5,78704.49,0.269267,1.082191,0.249,73.073328,0
603,Centrifuge CF-16 S/N-1603,Laboratory Equipment,0.2164,3,8.94,10,425,23657.23,186286.09,0.126994,1.934616,0.106,87.300592,0
604,Autoclave AC-50L S/N-1604,Laboratory Equipment,0.1468,3,6.27,10,563,57691.28,221878.22,0.260013,0.920436,0.373,73.998674,0
605,Hot Plate HP-320 S/N-1605,Laboratory Equipment,0.9182,3,8.6,10,563,45042.54,217807.65,0.2068,7.89652,0.14,79.320038,1
606,Spectrophotometer SP-2100 Rev.3,Laboratory Equipment,0.3508,0,11.65,10,558,52493.06,158962.39,0.330223,4.08682,0.0,66.977686,1
607,Analytical Balance AX224,Laboratory Equipment,0.9443,1,3.93,10,406,74461.02,243769.97,0.305456,3.711099,0.607,69.454392,1
608,Spectrophotometer SP-2100 #608,Laboratory Equipment,0.9739,0,7.49,10,307,49682.21,295909.55,0.167897,7.294511,0.251,83.210339,1
609,Magnetic Stirrer MS-200 #609,Laboratory Equipment,0.6914,0,11.6,10,566,6627.6,265372.9,0.024975,8.02024,0.0,97.502533,1
610,Spectrophotometer SP-2100 S/N-1610,Laboratory Equipment,0.2964,3,2.61,10,255,39527.74,82628.91,0.478377,0.773604,0.739,52.162336,0
611,Hot Plate HP-320 Rev.8,Laboratory Equipment,0.9036,3,5.9,10,740,11892.88,254657.82,0.046701,5.33124,0.41,95.329859,1
612,pH Meter PH-700,Laboratory Equipment,0.5859,3,9.81,10,609,66927.89,101496.6,0.65941,5.747679,0.019,34.058983,0
613,Autoclave AC-50L Rev.1,Laboratory Equipment,0.102,3,1.56,10,356,48221.28,235389.45,0.204857,0.15912,0.844,79.514256,0
614,Autoclave AC-50L,Laboratory Equipment,0.7453,3,10.9,10,11,14040.54,283259.06,0.049568,8.12377,0.0,95.043216,1
615,Microscope MS-450,Laboratory Equipment,0.1891,1,7.79,10,226,8088.67,133148.01,0.060749,1.473089,0.221,93.925054,0
616,Spectrophotometer SP-2100 Rev.4,Laboratory Equipment,0.7501,1,13.61,10,92,79802.55,221672.46,0.360002,10.208861,0.0,63.999791,1
617,Magnetic Stirrer MS-200 Rev.5,Laboratory Equipment,0.1268,1,2.28,10,50,34574.18,129547.93,0.266883,0.289104,0.772,73.311669,0
618,Magnetic Stirrer MS-200 #618,Laboratory Equipment,0.699,3,6.37,10,492,34889.53,123013.91,0.283623,4.45263,0.363,71.637736,0
619,Spectrophotometer SP-2100,Laboratory Equipment,0.6229,3,3.15,10,252,53918.63,177086.66,0.304476,1.962135,0.685,69.552404,0
620,Autoclave AC-50L S/N-1620,Laboratory Equipment,0.5857,0,9.74,10,423,37254.93,123901.7,0.300681,5.704718,0.026,69.931865,1
621,Water Bath WB-12 #621,Laboratory Equipment,0.0725,0,8.52,10,358,29055.38,143593.89,0.202344,0.6177,0.148,79.765588,1
622,Centrifuge CF-16,Laboratory Equipment,0.6874,0,3.65,10,745,74315.99,165711.22,0.448467,2.50901,0.635,55.153314,0
623,Analytical Balance AX224 S/N-1623,Laboratory Equipment,0.1873,3,8.88,10,294,23228.62,237499.59,0.097805,1.663224,0.112,90.219512,0
624,Spectrophotometer SP-2100 #624,Laboratory Equipment,0.0712,0,6.58,10,550,13345.85,226510.85,0.058919,0.468496,0.342,94.108075,0
625,Analytical Balance AX224 Rev.4,Laboratory Equipment,0.6294,3,7.91,10,711,61276.64,191141.81,0.320582,4.978554,0.209,67.941791,0
626,pH Meter PH-700,Laboratory Equipment,0.2084,0,1.09,10,713,54764.63,199921.19,0.273931,0.227156,0.891,72.606891,0
627,Hot Plate HP-320,Laboratory Equipment,0.6641,1,1.4,10,675,75888.24,171590.6,0.442263,0.92974,0.86,55.773661,1
628,Centrifuge CF-16 S/N-1628,Laboratory Equipment,0.265,0,9.27,10,726,70055.78,64578.8,1.084811,2.45655,0.073,-8.48108,1
629,Analytical Balance AX224,Laboratory Equipment,0.235,3,1.69,10,574,49782.98,176318.92,0.282346,0.39715,0.831,71.765378,0
630,Hot Plate HP-320 S/N-1630,Laboratory Equipment,0.4159,0,5.0,10,355,44706.15,119374.11,0.374505,2.0795,0.5,62.549543,0
631,pH Meter PH-700 Rev.1,Laboratory Equipment,0.5162,3,13.71,10,640,22715.36,210055.43,0.10814,7.077102,0.0,89.186016,1
632,Hot Plate HP-320 Rev.2,Laboratory Equipment,0.5661,0,0.9,10,155,66114.4,273696.5,0.241561,0.50949,0.91,75.8439,0
633,Spectrophotometer SP-2100 Rev.3,Laboratory Equipment,0.9434,1,5.66,10,640,11584.63,217663.62,0.053223,5.339644,0.434,94.677737,1
634,Microscope MS-450 #634,Laboratory Equipment,0.8961,0,13.6,10,555,16456.19,117686.59,0.139831,12.18696,0.0,86.016937,1
635,Magnetic Stirrer MS-200 #635,Laboratory Equipment,0.2381,0,9.73,10,705,48577.3,216593.44,0.224279,2.316713,0.027,77.572128,1
636,Hot Plate HP-320,Laboratory Equipment,0.6603,1,10.9,10,161,73175.16,163215.43,0.448335,7.19727,0.0,55.166518,0
637,Analytical Balance AX224 S/N-1637,Laboratory Equipment,0.3454,3,2.1,10,744,76145.12,193761.67,0.392983,0.72534,0.79,60.70166,0
638,pH Meter PH-700 #638,Laboratory Equipment,0.462,3,6.05,10,652,36053.01,271231.66,0.132923,2.7951,0.395,86.707669,0
639,Spectrophotometer SP-2100 #639,Laboratory Equipment,0.7591,1,2.99,10,273,13007.86,246985.89,0.052666,2.269709,0.701,94.733359,1
640,Water Bath WB-12 S/N-1640,Laboratory Equipment,0.7752,0,1.57,10,619,6956.34,115418.97,0.06027,1.217064,0.843,93.972966,0
641,Analytical Balance AX224 S/N-1641,Laboratory Equipment,0.2023,0,6.9,10,418,34059.52,104154.35,0.32701,1.39587,0.31,67.298994,0
642,Water Bath WB-12 Rev.3,Laboratory Equipment,0.2386,0,9.56,10,181,21691.57,288047.53,0.075306,2.281016,0.044,92.469448,1
643,Autoclave AC-50L S/N-1643,Laboratory Equipment,0.4476,3,12.48,10,622,70008.12,225087.05,0.311027,5.586048,0.0,68.897313,0
644,Analytical Balance AX224,Laboratory Equipment,0.5486,1,8.22,10,721,75435.43,154596.17,0.487951,4.509492,0.178,51.204852,0
645,Analytical Balance AX224 Rev.6,Laboratory Equipment,0.9761,1,1.07,10,405,67025.76,168386.3,0.398048,1.044427,0.893,60.195242,1
646,pH Meter PH-700 Rev.7,Laboratory Equipment,0.3208,0,1.17,10,311,52298.64,183870.4,0.284432,0.375336,0.883,71.556792,0
647,Water Bath WB-12,Laboratory Equipment,0.6917,3,12.91,10,474,27081.48,99956.78,0.270932,8.929847,0.0,72.90681,0
648,Autoclave AC-50L Rev.0,Laboratory Equipment,0.9222,1,11.01,10,138,13487.87,233435.23,0.05778,10.153422,0.0,94.222008,1
649,Centrifuge CF-16 S/N-1649,Laboratory Equipment,0.8839,3,6.62,10,465,6868.41,137630.62,0.049905,5.851418,0.338,95.009533,1
650,Centrifuge CF-16 Rev.2,Laboratory Equipment,0.2025,3,10.1,10,93,53643.23,137777.95,0.389346,2.04525,0.0,61.065446,0
651,Microscope MS-450 Rev.3,Laboratory Equipment,0.726,3,10.05,10,626,11397.99,212177.38,0.053719,7.2963,0.0,94.628084,1
652,Microscope MS-450 #652,Laboratory Equipment,0.3617,3,2.81,10,153,8292.96,192083.01,0.043174,1.016377,0.719,95.682617,0
653,pH Meter PH-700 #653,Laboratory Equipment,0.3379,3,6.16,10,456,58403.56,102928.02,0.567421,2.081464,0.384,43.257861,0
654,Water Bath WB-12 Rev.6,Laboratory Equipment,0.629,0,3.24,10,469,14867.83,88212.95,0.168545,2.03796,0.676,83.145525,0
655,Water Bath WB-12 Rev.7,Laboratory Equipment,0.2712,1,12.42,10,487,5431.29,190440.28,0.02852,3.368304,0.0,97.148035,0
656,Magnetic Stirrer MS-200 #656,Laboratory Equipment,0.8704,0,0.59,10,643,50091.24,166050.09,0.301663,0.513536,0.941,69.833657,1
657,pH Meter PH-700 S/N-1657,Laboratory Equipment,0.0842,3,9.32,10,683,16119.21,71740.51,0.224688,0.784744,0.068,77.53123,1
658,Magnetic Stirrer MS-200 #658,Laboratory Equipment,0.2158,1,6.13,10,625,8677.35,280892.33,0.030892,1.322854,0.387,96.910791,0
659,Hot Plate HP-320 Rev.2,Laboratory Equipment,0.0833,3,5.36,10,330,61200.11,291910.38,0.209654,0.446488,0.464,79.034624,0
660,pH Meter PH-700 S/N-1660,Laboratory Equipment,0.1104,1,11.88,10,124,61883.15,256863.54,0.240918,1.311552,0.0,75.908161,1
661,Magnetic Stirrer MS-200,Laboratory Equipment,0.6192,0,9.89,10,747,44348.47,186492.66,0.237803,6.123888,0.011,76.219724,1
662,Hot Plate HP-320 S/N-1662,Laboratory Equipment,0.9672,0,13.11,10,623,56649.07,176079.12,0.321725,12.679992,0.0,67.827491,1
663,Water Bath WB-12 Rev.6,Laboratory Equipment,0.1706,1,5.28,10,532,79626.83,186093.89,0.427885,0.900768,0.472,57.211475,0
664,Analytical Balance AX224 Rev.7,Laboratory Equipment,0.3202,0,3.64,10,121,71274.78,253915.29,0.280703,1.165528,0.636,71.929701,0
665,Analytical Balance AX224 S/N-1665,Laboratory Equipment,0.7936,3,11.95,10,423,13844.43,210110.58,0.065891,9.48352,0.0,93.410884,0
666,Centrifuge CF-16 S/N-1666,Laboratory Equipment,0.6458,1,3.37,10,260,65453.26,143916.01,0.454802,2.176346,0.663,54.51982,0
667,Analytical Balance AX224 #667,Laboratory Equipment,0.1559,0,10.85,10,405,46249.52,132068.16,0.350194,1.691515,0.0,64.980568,1
668,Microscope MS-450 Rev.2,Laboratory Equipment,0.4956,1,12.95,10,36,67536.9,106563.74,0.63377,6.41802,0.0,36.623001,1
669,Analytical Balance AX224 S/N-1669,Laboratory Equipment,0.8832,1,12.18,10,423,39546.35,97292.71,0.406468,10.757376,0.0,59.353224,1
670,Hot Plate HP-320,Laboratory Equipment,0.0674,1,7.99,10,339,55864.82,195586.23,0.285628,0.538526,0.201,71.437243,0
671,Autoclave AC-50L #671,Laboratory Equipment,0.9648,1,0.92,10,169,26034.5,292707.19,0.088944,0.887616,0.908,91.105617,1
672,pH Meter PH-700 Rev.6,Laboratory Equipment,0.7059,0,10.65,10,32,69844.53,202846.05,0.344323,7.517835,0.0,65.567715,0
673,pH Meter PH-700 #673,Laboratory Equipment,0.8214,0,5.52,10,537,70778.65,80831.47,0.875632,4.534128,0.448,12.436765,1
674,Water Bath WB-12 #674,Laboratory Equipment,0.8994,1,11.0,10,25,63870.8,86935.51,0.734692,9.8934,0.0,26.530827,0
675,Centrifuge CF-16 #675,Laboratory Equipment,0.537,3,10.39,10,146,74272.76,105650.8,0.703002,5.57943,0.0,29.699766,1
676,Analytical Balance AX224,Laboratory Equipment,0.8543,0,5.73,10,318,7741.44,109244.91,0.070863,4.895139,0.427,92.913684,1
677,pH Meter PH-700 #677,Laboratory Equipment,0.7625,3,1.89,10,23,71688.94,139989.54,0.512102,1.441125,0.811,48.789788,0
678,pH Meter PH-700 #678,Laboratory Equipment,0.3468,1,4.23,10,120,19440.92,137011.29,0.141893,1.466964,0.577,85.810717,0
679,Hot Plate HP-320 S/N-1679,Laboratory Equipment,0.5705,0,13.44,10,555,13584.53,97799.04,0.138902,7.66752,0.0,86.109751,1
680,Hot Plate HP-320 Rev.5,Laboratory Equipment,0.5839,0,11.35,10,318,75745.84,125052.5,0.605712,6.627265,0.0,39.428768,1
681,Autoclave AC-50L Rev.6,Laboratory Equipment,0.0969,0,12.69,10,88,7174.45,72174.28,0.099405,1.229661,0.0,90.059548,1
682,Hot Plate HP-320 S/N-1682,Laboratory Equipment,0.8276,1,8.5,10,631,49709.1,102955.92,0.482819,7.0346,0.15,51.718075,1
683,Water Bath WB-12 #683,Laboratory Equipment,0.8026,0,10.74,10,773,19861.04,139759.7,0.142108,8.619924,0.0,85.789151,1
684,Water Bath WB-12 Rev.0,Laboratory Equipment,0.1405,0,9.93,10,659,65176.29,82299.88,0.791937,1.395165,0.007,20.806337,1
685,Microscope MS-450 S/N-1685,Laboratory Equipment,0.6238,3,12.12,10,401,21784.58,115606.61,0.188437,7.560456,0.0,81.156285,1
686,Water Bath WB-12 Rev.2,Laboratory Equipment,0.0781,1,6.62,10,359,71180.29,249306.89,0.285513,0.517022,0.338,71.448727,0
687,Centrifuge CF-16 S/N-1687,Laboratory Equipment,0.5845,1,5.21,10,415,26169.3,262983.9,0.099509,3.045245,0.479,90.049087,0
688,Spectrophotometer SP-2100 #688,Laboratory Equipment,0.4787,1,4.58,10,244,10319.3,193475.97,0.053336,2.192446,0.542,94.666366,0
689,Hot Plate HP-320 #689,Laboratory Equipment,0.8069,1,5.1,10,445,33786.23,293734.02,0.115023,4.11519,0.49,88.497679,0
690,Water Bath WB-12 S/N-1690,Laboratory Equipment,0.7121,3,10.48,10,117,55220.39,101540.51,0.543826,7.462808,0.0,45.61738,1
691,Autoclave AC-50L S/N-1691,Laboratory Equipment,0.939,0,2.88,10,111,66651.73,193221.05,0.344951,2.70432,0.712,65.504933,1
692,Analytical Balance AX224 #692,Laboratory Equipment,0.8098,3,1.72,10,773,54512.36,178630.84,0.305168,1.392856,0.828,69.483231,0
693,Hot Plate HP-320 S/N-1693,Laboratory Equipment,0.6225,1,4.44,10,210,38973.08,218611.53,0.178276,2.7639,0.556,82.17245,0
694,Centrifuge CF-16,Laboratory Equipment,0.9273,1,4.61,10,352,73490.32,196866.34,0.373301,4.274853,0.539,62.669941,1
695,Analytical Balance AX224,Laboratory Equipment,0.8428,0,11.94,10,562,43281.79,206757.78,0.209336,10.063032,0.0,79.066427,1
696,Autoclave AC-50L Rev.3,Laboratory Equipment,0.851,3,5.35,10,240,66556.5,228804.99,0.290887,4.55285,0.465,70.911255,1
697,Water Bath WB-12 #697,Laboratory Equipment,0.4547,0,5.98,10,177,58383.02,210051.43,0.277946,2.719106,0.402,72.205369,0
698,Microscope MS-450 #698,Laboratory Equipment,0.8312,0,12.98,10,686,33844.63,105174.44,0.321795,10.788976,0.0,67.82048,0
699,Centrifuge CF-16 #699,Laboratory Equipment,0.8729,1,2.44,10,139,53629.19,62784.66,0.854177,2.129876,0.756,14.582336,1
700,Microscope MS-450 Rev.7,Laboratory Equipment,0.7837,1,6.66,10,435,36189.16,214138.3,0.168999,5.219442,0.334,83.100099,0
701,Analytical Balance AX224 Rev.8,Laboratory Equipment,0.3804,0,6.58,10,619,46403.75,182259.58,0.254603,2.503032,0.342,74.539747,0
702,Analytical Balance AX224,Laboratory Equipment,0.4321,1,7.27,10,375,22756.25,263232.93,0.086449,3.141367,0.273,91.35509,0
703,Magnetic Stirrer MS-200 S/N-1703,Laboratory Equipment,0.4978,1,2.03,10,145,57866.19,196355.9,0.294701,1.010534,0.797,70.529946,1
704,Centrifuge CF-16 S/N-1704,Laboratory Equipment,0.1323,1,12.51,10,759,10867.6,171584.72,0.063337,1.655073,0.0,93.666336,1
705,Hot Plate HP-320 Rev.3,Laboratory Equipment,0.06,1,7.72,10,480,72768.9,207129.39,0.351321,0.4632,0.228,64.867902,0
706,pH Meter PH-700 S/N-1706,Laboratory Equipment,0.2058,1,4.48,10,611,78332.04,144699.49,0.541343,0.921984,0.552,45.865711,0
707,Analytical Balance AX224 S/N-1707,Laboratory Equipment,0.098,3,2.78,10,755,40487.04,74740.26,0.541703,0.27244,0.722,45.829677,0
708,pH Meter PH-700 S/N-1708,Laboratory Equipment,0.7789,0,1.54,10,630,14511.6,176342.45,0.082292,1.199506,0.846,91.770785,0
709,Water Bath WB-12 S/N-1709,Laboratory Equipment,0.2124,1,2.01,10,154,6065.23,265886.01,0.022811,0.426924,0.799,97.718861,0
710,Hot Plate HP-320,Laboratory Equipment,0.501,3,9.96,10,33,24593.94,253881.77,0.096872,4.98996,0.004,90.312837,0
711,Autoclave AC-50L #711,Laboratory Equipment,0.829,3,11.59,10,422,49665.81,292162.95,0.169994,9.60811,0.0,83.000647,1
712,pH Meter PH-700,Laboratory Equipment,0.5873,3,2.76,10,55,59449.93,218560.15,0.272007,1.620948,0.724,72.799282,0
713,Spectrophotometer SP-2100 Rev.2,Laboratory Equipment,0.4929,3,6.93,10,545,39801.12,72605.57,0.548183,3.415797,0.307,45.181726,0
714,Water Bath WB-12 Rev.3,Laboratory Equipment,0.5433,1,4.05,10,295,34255.29,224042.39,0.152896,2.200365,0.595,84.710353,0
715,Hot Plate HP-320 Rev.4,Laboratory Equipment,0.0881,3,9.72,10,652,77132.2,222838.42,0.346135,0.856332,0.028,65.386489,1
716,Autoclave AC-50L Rev.5,Laboratory Equipment,0.3014,3,4.18,10,261,53904.94,206516.54,0.26102,1.259852,0.582,73.898004,0
717,Microscope MS-450 S/N-1717,Laboratory Equipment,0.5975,0,10.41,10,345,61181.82,245556.24,0.249156,6.219975,0.0,75.084396,1
718,Water Bath WB-12 S/N-1718,Laboratory Equipment,0.0611,0,11.73,10,106,55460.14,191427.01,0.28972,0.716703,0.0,71.028049,1
719,Spectrophotometer SP-2100,Laboratory Equipment,0.072,0,3.11,10,608,26247.28,112659.92,0.232978,0.22392,0.689,76.702203,0
720,Microscope MS-450,Laboratory Equipment,0.1708,1,12.06,10,663,13998.28,229938.03,0.060878,2.059848,0.0,93.912151,1
721,Autoclave AC-50L S/N-1721,Laboratory Equipment,0.9206,1,6.8,10,283,24000.18,226956.87,0.105748,6.26008,0.32,89.425224,1
722,pH Meter PH-700 S/N-1722,Laboratory Equipment,0.108,0,4.24,10,61,63554.85,121760.78,0.521965,0.45792,0.576,47.803513,0
723,Water Bath WB-12,Laboratory Equipment,0.2366,0,13.72,10,660,10204.89,102703.08,0.099363,3.246152,0.0,90.063696,1
724,pH Meter PH-700,Laboratory Equipment,0.6483,3,3.45,10,732,62653.05,94529.42,0.662789,2.236635,0.655,33.72111,0
725,Microscope MS-450,Laboratory Equipment,0.7728,0,10.32,10,509,10280.92,68366.61,0.150379,7.975296,0.0,84.962074,1
726,Analytical Balance AX224 Rev.6,Laboratory Equipment,0.7011,3,4.1,10,588,54845.44,283894.49,0.19319,2.87451,0.59,80.681048,0
727,Analytical Balance AX224 Rev.7,Laboratory Equipment,0.8054,0,10.32,10,231,35293.46,174753.46,0.201961,8.311728,0.0,79.803856,0
728,Hot Plate HP-320 S/N-1728,Laboratory Equipment,0.5775,3,7.01,10,367,66348.25,288997.28,0.229581,4.048275,0.299,77.041912,0
729,Centrifuge CF-16 Rev.0,Laboratory Equipment,0.1343,1,13.44,10,348,52420.44,156147.55,0.335711,1.804992,0.0,66.428907,1
730,Spectrophotometer SP-2100 S/N-1730,Laboratory Equipment,0.5657,3,3.24,10,676,26746.9,242508.74,0.110293,1.832868,0.676,88.970748,0
731,Water Bath WB-12 #731,Laboratory Equipment,0.3841,0,9.01,10,647,72234.55,227011.75,0.318197,3.460741,0.099,68.180259,1
732,Magnetic Stirrer MS-200 S/N-1732,Laboratory Equipment,0.6014,1,10.22,10,64,19481.95,93586.31,0.208171,6.146308,0.0,79.182906,1
733,Analytical Balance AX224 S/N-1733,Laboratory Equipment,0.9489,0,11.46,10,347,77371.54,179924.2,0.430023,10.874394,0.0,56.997702,1
734,Magnetic Stirrer MS-200 #734,Laboratory Equipment,0.8006,1,2.1,10,469,8211.09,249066.85,0.032967,1.68126,0.79,96.703259,1
735,Water Bath WB-12,Laboratory Equipment,0.734,1,1.47,10,19,22473.92,237852.36,0.094487,1.07898,0.853,90.551315,0
736,Water Bath WB-12 #736,Laboratory Equipment,0.6384,3,0.69,10,99,53658.98,118243.81,0.453799,0.440496,0.931,54.620052,0
737,Spectrophotometer SP-2100,Laboratory Equipment,0.1562,1,11.54,10,630,9796.82,260484.52,0.03761,1.802548,0.0,96.239001,0
738,Centrifuge CF-16 #738,Laboratory Equipment,0.9634,1,11.46,10,332,36965.86,253068.85,0.14607,11.040564,0.0,85.392963,0
739,Centrifuge CF-16 S/N-1739,Laboratory Equipment,0.0924,0,3.38,10,64,77351.93,137181.57,0.563865,0.312312,0.662,43.613468,0
740,Analytical Balance AX224 #740,Laboratory Equipment,0.5647,1,9.9,10,595,36136.57,93896.83,0.384854,5.59053,0.01,61.514601,1
741,Centrifuge CF-16,Laboratory Equipment,0.7732,0,8.77,10,498,68552.5,83992.28,0.816176,6.780964,0.123,18.38238,1
742,Water Bath WB-12 #742,Laboratory Equipment,0.6022,0,10.04,10,710,74460.27,61733.76,1.206152,6.046088,0.0,-20.615154,1
743,Analytical Balance AX224 #743,Laboratory Equipment,0.4332,3,7.56,10,625,52986.93,109478.45,0.483994,3.274992,0.244,51.600584,0
744,Analytical Balance AX224 #744,Laboratory Equipment,0.8186,0,1.69,10,428,50903.74,232127.7,0.219292,1.383434,0.831,78.070803,0
745,Magnetic Stirrer MS-200 #745,Laboratory Equipment,0.6256,3,13.69,10,552,78995.26,106056.69,0.74484,8.564464,0.0,25.516005,1
746,Water Bath WB-12 Rev.8,Laboratory Equipment,0.0994,0,3.31,10,152,51984.82,171411.84,0.303274,0.329014,0.669,69.672562,0
747,pH Meter PH-700 S/N-1747,Laboratory Equipment,0.6497,0,1.08,10,445,55260.7,102317.72,0.540089,0.701676,0.892,45.991076,0
748,Microscope MS-450 #748,Laboratory Equipment,0.1471,0,6.62,10,550,71755.97,208036.64,0.34492,0.973802,0.338,65.508013,0
749,Hot Plate HP-320 Rev.2,Laboratory Equipment,0.8824,3,2.07,10,606,41379.6,248518.08,0.166505,1.826568,0.793,83.349461,0
750,Spectrophotometer SP-2100 Rev.3,Laboratory Equipment,0.7744,0,4.9,10,100,55763.94,107700.33,0.517769,3.79456,0.51,48.223056,0
751,Microscope MS-450 #751,Laboratory Equipment,0.488,1,3.48,10,446,33164.93,268772.71,0.123394,1.69824,0.652,87.660604,0
752,Hot Plate HP-320 S/N-1752,Laboratory Equipment,0.1769,3,5.73,10,647,39124.32,282692.91,0.138399,1.013637,0.427,86.160134,0
753,Brother HL-L2375DW Rev.6,Printer / Copier,0.1055,0,5.0,5,476,2835.72,23088.44,0.12282,0.5275,0.0,87.71801,1
754,Canon imageRUNNER 2630i #754,Printer / Copier,0.6114,2,6.26,5,653,5107.55,21848.05,0.233776,3.827364,0.0,76.622399,1
755,Canon imageRUNNER 2630i Rev.8,Printer / Copier,0.4329,1,1.99,5,221,7303.93,38124.86,0.191579,0.861471,0.602,80.84208,0
756,Brother HL-L2375DW #756,Printer / Copier,0.7346,0,5.25,5,335,4431.29,48479.56,0.091405,3.85665,0.0,90.859467,0
757,Canon iR2625 Rev.1,Printer / Copier,0.5835,0,1.47,5,45,7713.6,50672.91,0.152223,0.857745,0.706,84.777665,0
758,Xerox WorkCentre 3335,Printer / Copier,0.4167,3,3.27,5,713,6794.27,44339.05,0.153234,1.362609,0.346,84.676555,0
759,HP LaserJet Pro M404dn S/N-1759,Printer / Copier,0.0616,2,4.13,5,223,4025.37,33097.65,0.121621,0.254408,0.174,87.837898,0
760,Brother HL-L2375DW,Printer / Copier,0.4962,0,1.09,5,720,8300.22,26831.62,0.309345,0.540858,0.782,69.065528,0
761,HP OfficeJet Pro 9015 Rev.5,Printer / Copier,0.7039,0,1.4,5,379,6369.49,54056.83,0.11783,0.98546,0.72,88.217049,0
762,Canon iR2625 S/N-1762,Printer / Copier,0.4079,2,4.58,5,543,1514.32,43156.08,0.035089,1.868182,0.084,96.491062,1
763,Canon iR2625 S/N-1763,Printer / Copier,0.5545,2,6.65,5,701,4332.79,32036.09,0.135247,3.687425,0.0,86.475285,1
764,Brother HL-L2375DW S/N-1764,Printer / Copier,0.6774,3,6.64,5,113,2075.52,44430.43,0.046714,4.497936,0.0,95.328607,1
765,HP OfficeJet Pro 9015 #765,Printer / Copier,0.6528,2,2.88,5,574,1929.18,33614.12,0.057392,1.880064,0.424,94.260805,0
766,Canon imageRUNNER 2630i #766,Printer / Copier,0.6536,2,4.01,5,770,5016.76,20536.23,0.244288,2.620936,0.198,75.571173,0
767,Epson L3250,Printer / Copier,0.8851,1,2.58,5,433,9489.3,45126.94,0.21028,2.283558,0.484,78.971984,0
768,Canon imageRUNNER 2630i S/N-1768,Printer / Copier,0.5398,0,3.66,5,726,5124.88,17534.77,0.29227,1.975668,0.268,70.773041,0
769,HP LaserJet Pro M404dn Rev.4,Printer / Copier,0.6947,3,4.88,5,67,5365.53,33079.14,0.162203,3.390136,0.024,83.779717,1
770,Epson L3250,Printer / Copier,0.9412,0,1.66,5,168,5602.17,18492.35,0.302945,1.562392,0.668,69.705473,0
771,Brother HL-L2375DW #771,Printer / Copier,0.5342,2,6.19,5,300,6711.45,42883.28,0.156505,3.306698,0.0,84.349495,1
772,Xerox WorkCentre 3335 #772,Printer / Copier,0.07,0,5.3,5,22,5911.36,33956.2,0.174088,0.371,0.0,82.59122,1
773,Brother HL-L2375DW Rev.8,Printer / Copier,0.5882,2,2.68,5,334,6956.02,48397.9,0.143726,1.576376,0.464,85.627434,0
774,Brother HL-L2375DW S/N-1774,Printer / Copier,0.335,2,6.34,5,232,7456.14,33320.28,0.223772,2.1239,0.0,77.622817,1
775,Canon imageRUNNER 2630i #775,Printer / Copier,0.3784,1,0.81,5,170,9582.37,53828.96,0.178015,0.306504,0.838,82.198486,0
776,Xerox WorkCentre 3335 #776,Printer / Copier,0.8306,2,6.83,5,682,4495.09,43472.49,0.103401,5.672998,0.0,89.659921,1
777,HP LaserJet Pro M404dn #777,Printer / Copier,0.5843,1,6.96,5,378,2727.63,21450.19,0.127161,4.066728,0.0,87.283889,1
778,HP LaserJet Pro M404dn S/N-1778,Printer / Copier,0.3698,1,2.56,5,552,1864.24,37499.49,0.049714,0.946688,0.488,95.028626,0
779,HP LaserJet Pro M404dn,Printer / Copier,0.7647,3,6.55,5,327,1761.71,19859.6,0.088708,5.008785,0.0,91.129177,0
780,Xerox WorkCentre 3335 #780,Printer / Copier,0.6519,0,3.8,5,296,7234.53,53806.01,0.134456,2.47722,0.24,86.55442,0
781,Canon iR2625 #781,Printer / Copier,0.365,0,6.49,5,490,9149.71,46983.05,0.194745,2.36885,0.0,80.525509,0
782,Canon iR2625 S/N-1782,Printer / Copier,0.6243,0,0.66,5,365,2727.2,42120.33,0.064748,0.412038,0.868,93.525217,0
783,HP LaserJet Pro M404dn,Printer / Copier,0.2566,3,4.29,5,284,8233.78,17201.35,0.478671,1.100814,0.142,52.132943,0
784,HP LaserJet Pro M404dn Rev.1,Printer / Copier,0.9406,3,4.9,5,403,10419.24,18343.58,0.568005,4.60894,0.02,43.199528,1
785,HP OfficeJet Pro 9015 Rev.2,Printer / Copier,0.8949,1,6.63,5,151,7853.32,27710.31,0.283408,5.933187,0.0,71.659213,0
